OBJECTID,DESCRIPTION,ID,ECYHRIAVG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,P5YHRIAGG,ECYPTAPOP,ECYCDOOWCO,ECYCDOOWCO_P,HSTE001,HSTE001_A,P5YHRIMED,ECYHNIMED,P5YHRIAVG,ECYCDOCO,ECYCDOCO_P,ECYHRIAGG,ECYMTN2534,ECYMTN2534_P,P5YTENRENT,P5YTENRENT_P,ECYMTN1524,ECYMTN1524_P,ECYHNIAVG,NAME,CREATED,MODIFIED,CREATOR,EDITOR,REGION,FLAGS,GEOID,GEONAME,GEOLEVEL,HIERARCHY,SYMBOL,SITE_METADATA,P0YTENRENT,P0YTENRENT_P,ECYHRIMED,P5YHNIMED,P0YTENHHD,P5YTENOWN,P5YTENOWN_P,P0YTENOWN,P0YTENOWN_P,ECYTENOWN,ECYTENOWN_P,P5YHNIAVG,ECYCDORECO,ECYCDORECO_P,ECYHNIAGG,P5YHNIAGG,ECYTENHHD,P5YTENHHD,ECYTENRENT,ECYTENRENT_P,OWNERSHIP_PCT_2023,OWNERSHIP_PCT_2028,OWNERSHIP_PCT_2033,OWNERSHIP_DELTA_23_28,OWNERSHIP_DELTA_28_33,OWNERSHIP_DELTA_23_33,RENTAL_PCT_2023,RENTAL_PCT_2028,RENTAL_PCT_2033,RENTAL_DELTA_23_28,RENTAL_DELTA_28_33,RENTAL_DELTA_23_33,TOTAL_HH_DELTA_23_28,TOTAL_HH_DELTA_28_33,TOTAL_HH_DELTA_23_33,INCOME_AVG_CONS_DELTA_23_28,INCOME_MED_CONS_DELTA_23_28,INCOME_AGG_CONS_DELTA_23_28,INCOME_AVG_CURR_DELTA_23_28,INCOME_MED_CURR_DELTA_23_28,INCOME_AGG_CURR_DELTA_23_28,HOT_GROWTH_INDEX,YOUNG_MAINTAINERS_PCT,RENTAL_MARKET_PCT,NEW_HOMEOWNER_INDEX,HOUSING_AFFORDABILITY_INDEX,RELATIVE_INCOME_AVG,RELATIVE_INCOME_MED
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,109726.46,109726.46,146400386.17578125,73826.30271667863,1753801739027,Synapse54,1753801739027,Synapse54,281309026.46,5788,19,0.83,278612191.26,120977.94,103958.98,113608.51,117304.3,26,1.13,252699834.25,293,12.72,239,9.97,0,0.0,126365.01,,,,,,,,,,,,,,286,11.34,97939.39,132929.67,2521,2159,90.03,2235,88.66,2109,91.58,150157.12,7,0.3,291018403.1,360093812.29,2303,2398,194,8.42,91.57620495006513,90.03336113427856,88.65529551765172,-1.5428438157865685,-1.3780656166268415,-2.92090943241341,8.423795049934867,9.966638865721436,11.344704482348275,1.5428438157865685,1.3780656166268397,2.920909432413408,4.125054277029961,5.129274395329441,9.465914025184542,6.906119089233349,6.14624003682277,11.321413128311136,18.82808381845576,17.006789368155626,23.73575294695856,45.32341707321244,12.722535822839776,8.423795049934867,10.628892152977356,63.820840718227466,60.713020604803745,68.48257088836306
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,57649.31,57649.31,6186209.0,11188.578319190963,1753801739027,Synapse54,1753801739027,Synapse54,332349132.78,8928,361,6.93,326867804.29,62774.69,49927.77,52584.2,62150.02,705,13.54,300180418.32,522,10.02,4198,78.5,182,3.5,66391.06,,,,,,,,,,,,,,4311,79.2,46434.98,63463.84,5443,1150,21.5,1133,20.82,1164,22.35,79556.06,343,6.59,345698786.26,425428461.19,5207,5348,4043,77.65,22.354522757826004,21.50336574420344,20.81572662134852,-0.851157013622565,-0.6876391228549181,-1.5387961364774831,77.645477242174,78.49663425579656,79.20264559985303,0.8511570136225686,0.7060113440564635,1.557168357679032,2.70789322066449,1.776364996260284,4.532360284232763,7.8070492083946865,7.521894054869828,10.716460000967587,19.829477041035346,20.689941084964687,23.063336667324986,47.88938137551519,13.520261186863838,77.645477242174,25.249289310558666,32.12642030861207,31.8980831595471,32.46892603220953
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,80511.07,80511.07,95704303.5,54381.46319865555,1753801739027,Synapse54,1753801739027,Synapse54,1448101588.49,34730,919,5.66,1440899500.0,88730.8,70631.86,75382.76,86904.23,1917,11.8,1307412396.46,2719,16.74,8829,52.99,616,3.79,92719.51,,,,,,,,,,,,,,9218,53.93,65502.82,90054.82,17092,7834,47.01,7874,46.07,7810,48.09,111243.06,998,6.15,1505664097.36,1853664022.67,16239,16663,8429,51.91,48.09409446394483,47.01434315549421,46.068336063655515,-1.0797513084506178,-0.9460070918386947,-2.0257584002893125,51.90590553605517,52.98565684450579,53.931663936344485,1.0797513084506178,0.9460070918386947,2.0257584002893125,2.61099821417575,2.574566404609014,5.252786501631874,7.940721692060469,7.830258300329667,10.760888638576125,19.978049927140475,19.46341577304945,23.11271989019171,46.55704272448992,20.53697887800973,51.90590553605517,22.301665343146567,45.04939302423253,44.54778046995043,45.801811855655686
317,"J3E (Sainte-Julie, QC)",J3E,129082.75,129082.75,105827610.5,60902.63170645707,1753801739027,Synapse54,1753801739027,Synapse54,1701257763.34,30468,959,7.89,1698439806.59,139766.28,110118.55,121864.16,135764.09,1433,11.79,1568611730.91,1231,10.13,2968,23.69,138,1.14,148656.44,,,,,,,,,,,,,,3280,25.37,105690.84,141174.81,12929,9563,76.31,9649,74.63,9518,78.32,173786.84,474,3.9,1806470836.8,2177720357.73,12152,12531,2634,21.68,78.3245556287031,76.31473944617349,74.6306752262356,-2.0098161825296046,-1.6840642199378948,-3.6938804024674994,21.675444371296905,23.68526055382651,25.369324773764408,2.0098161825296046,1.6840642199378983,3.693880402467503,3.118828176431863,3.176123214428218,6.394009216589862,5.176013061388913,4.189303443893536,8.456269312294877,16.90501938563845,15.846045301588255,20.55109406513504,42.43909009922689,11.265635286372614,21.675444371296905,11.914130496878744,72.41491847946989,71.42309758717022,73.90264981791941
318,"J3G (Beloeil, QC)",J3G,105924.75,105924.75,171490984.5,98109.63892656052,1753801739027,Synapse54,1753801739027,Synapse54,1783715574.36,35259,1239,8.31,1730122450.15,116061.08,93429.64,100720.81,113641.51,1917,12.86,1579020862.96,1964,13.18,4934,31.43,252,1.69,121986.83,,,,,,,,,,,,,,5455,33.27,87933.92,119389.58,16396,10762,68.57,10940,66.72,10550,70.77,145468.51,678,4.55,1818458375.33,2283271707.69,14907,15696,4357,29.23,70.77212048031126,68.56523955147809,66.72359111978531,-2.206880928833172,-1.841648431692775,-4.048529360525947,29.227879519688738,31.434760448521914,33.27030983166626,2.2068809288331757,1.8355493831443468,4.0424303119775225,5.292815455826122,4.45973496432212,9.988595961628766,7.285134022029785,6.249829417362494,12.963394987466053,19.24935667235554,18.535166665160858,25.560845310833653,43.11395170977623,14.865499429798081,29.227879519688738,15.587130450740835,59.76025382725233,58.609486985260304,61.48640409024036
319,"J3H (Beloeil, QC)",J3H,129730.29,129730.29,80996367.5,55540.40786090735,1753801739027,Synapse54,1753801739027,Synapse54,1587388889.1,26933,1172,10.48,1585238289.03,141817.7,108458.95,118420.86,138144.42,1527,13.66,1450121087.36,1033,9.24,2299,20.01,117,1.05,149402.16,,,,,,,,,,,,,,2511,21.04,102541.39,138819.14,11933,9192,79.99,9422,78.96,9068,81.12,176833.82,355,3.18,1670012663.18,2031960807.94,11178,11491,2110,18.88,81.12363571300769,79.99303802976242,78.95751277968658,-1.13059768324527,-1.0355252500758354,-2.1661229333211054,18.876364286992306,20.006961970237576,21.042487220313415,1.13059768324527,1.035525250075839,2.166122933321109,2.8001431383073894,3.8464885562614217,6.754338879942745,6.485863864175452,5.770898951145482,9.465954459699722,18.360952746600184,17.225242241949616,21.673377258756023,46.354614383031745,10.2880658436214,18.876364286992306,11.77864313798182,71.74901240179292,71.78138955578413,71.70044667080613
320,"J3L (Chambly, QC)",J3L,121351.88,121351.88,364093398.0,124754.83820581688,1753801739027,Synapse54,1753801739027,Synapse54,3123653756.6,56980,2213,9.85,3014169954.13,134225.59,107892.94,116210.06,130959.86,3088,13.75,2725098088.98,3079,13.71,6104,25.59,335,1.49,139753.28,,,,,,,,,,,,,,6583,26.58,100954.14,137913.88,24768,17748,74.41,18185,73.42,16966,75.55,167637.12,876,3.9,3138322969.46,3998479550.03,22456,23852,5490,24.45,75.55219095119344,74.40885460338755,73.42135012919897,-1.1433363478058851,-0.987504474188583,-2.130840821994468,24.447809048806555,25.59114539661244,26.578649870801037,1.1433363478058851,0.9875044741885972,2.1308408219944823,6.216601353758461,3.840348817709207,10.295689348058424,7.9174545956766345,6.873219860027537,14.62536960528928,19.952190030888715,18.676369326373297,27.408159993106263,48.971598936572555,15.203063769148557,24.447809048806555,15.057783343278642,68.52354127844107,67.14551067146131,70.5905871889107
321,"J3M (Marieville, QC)",J3M,87626.9,87626.9,126097256.5,55752.50302456562,1753801739027,Synapse54,1753801739027,Synapse54,479597491.06,11784,190,3.87,493262143.11,100440.27,79703.79,85445.03,94804.42,551,11.22,430331239.61,788,16.05,1711,33.82,133,2.71,100914.35,,,,,,,,,,,,,,1779,34.5,73883.08,101852.37,5157,3348,66.18,3378,65.5,3284,66.87,121355.81,361,7.35,495585248.56,613915916.92,4911,5059,1627,33.13,66.87029118305844,66.1790867760427,65.50319953461315,-0.6912044070157464,-0.6758872414295496,-1.367091648445296,33.12970881694156,33.820913223957305,34.49680046538685,0.6912044070157464,0.6758872414295425,1.3670916484452889,3.013642842598249,1.9371417276141532,5.00916310323763,8.191000708686493,7.878271994074952,11.448448756508808,20.256247005505156,19.202216910685145,23.87695531774364,48.66204332628841,18.753817959682344,33.12970881694156,18.11046514296733,49.755665340427356,48.485058072912196,51.66157624170009
322,"J3N (St-Basile-Le-Grand, QC)",J3N,128755.06,128755.06,74736126.0,37659.20099111866,1753801739027,Synapse54,1753801739027,Synapse54,946463580.64,17110,821,12.15,951594753.79,140851.8,115828.7,126448.47,136892.58,1068,15.81,869858329.27,769,11.38,1001,14.48,21,0.31,148279.05,,,,,,,,,,,,,,1106,15.37,110299.01,147456.94,7196,5913,85.52,6090,84.63,5840,86.44,175231.39,247,3.66,1001760775.54,1211534813.72,6756,6914,916,13.56,86.44168146832445,85.5221290135956,84.63035019455253,-0.9195524547288443,-0.8917788190430684,-1.8113312737719127,13.558318531675548,14.477870986404398,15.369649805447471,0.9195524547288496,0.8917788190430738,1.8113312737719234,2.3386619301361753,4.078680937228811,6.512729425695678,6.3201554952481,5.013363220576506,8.80663537869304,18.17676873435595,16.61425401193071,20.940532241035413,46.98189333164725,11.693309650680876,13.558318531675548,10.96220749382886,73.5950055208931,71.2417826179095,77.1248398753685
323,"J3P (Sorel-Tracy, QC)",J3P,74509.62,74509.62,211886795.0,80652.39762505802,1753801739027,Synapse54,1753801739027,Synapse54,1030088639.55,25677,227,1.78,1060872188.57,83290.59,62830.83,68057.2,80057.45,666,5.23,949021039.77,1363,10.7,5238,40.71,282,2.21,85808.01,,,,,,,,,,,,,,5427,41.69,58329.6,79831.83,13019,7629,59.29,7592,58.31,7683,60.32,102478.73,440,3.45,1092927458.13,1318580316.86,12737,12867,5054,39.68,60.32032660752139,59.29121007227792,58.31477071971734,-1.0291165352434675,-0.9764393525605826,-2.00555588780405,39.679673392478605,40.70878992772208,41.68522928028266,1.0291165352434746,0.9764393525605826,2.005555887804057,1.020648504357384,1.1813165462034663,2.214022140221402,7.4457902214506015,7.716888166556951,8.542234195318485,19.427929863424175,17.301079092292962,20.646645580310704,45.4679789336056,12.915129151291513,39.679673392478605,17.371354172670465,41.05068238928516,41.227103237597355,40.78605111681686
324,"J3R (Sorel-Tracy, QC)",J3R,77395.66,77395.66,57862738.0,40488.46821105956,1753801739027,Synapse54,1753801739027,Synapse54,623441275.5,14859,239,3.23,633596471.34,85679.04,64522.57,69227.9,83400.65,600,8.11,572342469.83,834,11.28,3147,42.1,198,2.68,89131.69,,,,,,,,,,,,,,3261,43.07,60241.61,82430.91,7572,4329,57.91,4311,56.93,4353,58.86,106758.24,360,4.87,659130593.0,798045297.26,7395,7475,3042,41.14,58.86409736308317,57.913043478260875,56.93343898573693,-0.9510538848222936,-0.9796044925239471,-1.9306583773462407,41.13590263691684,42.10033444816054,43.06656101426308,0.9644318112436991,0.9662265661025415,1.9306583773462407,1.0818120351588911,1.2976588628762542,2.393509127789047,7.758820068205361,7.106317377639806,8.928012224075836,19.775850766433358,19.071804864801635,21.07544479580847,45.751191470832765,13.955375253549695,41.13590263691684,17.99788233870032,42.543588685471846,42.823985211063814,42.12299389708391
325,"J3T (Nicolet, QC)",J3T,77322.16,77322.16,271606732.5,71484.12258274788,1753801739027,Synapse54,1753801739027,Synapse54,330550447.33,8812,77,1.98,333431205.91,85913.74,68423.63,73033.07,83261.83,279,7.19,300088139.47,505,13.01,1509,38.01,90,2.32,89047.03,,,,,,,,,,,,,,1559,38.79,63341.07,87158.77,4019,2461,61.99,2460,61.21,2442,62.92,106580.55,202,5.2,345592514.55,423126027.08,3881,3970,1439,37.08,62.921927338314866,61.989924433249364,61.20925603383927,-0.9320029050655023,-0.7806683994100965,-1.7126713044755988,37.078072661685134,38.01007556675063,38.79074396616073,0.9320029050654952,0.7806683994101036,1.7126713044755988,2.2932233960319506,1.234256926952141,3.555784591600103,7.681717634375447,8.024114527904256,10.151120238807469,19.69017944787154,19.341512002713284,22.434951356211304,47.12957130674089,15.331100231898995,37.078072661685134,17.708432225148186,43.386086976549905,42.78331674318056,44.2902423266039
326,"J3V (Saint-Bruno, QC)",J3V,150376.55,150376.55,90158805.5,51396.92313356961,1753801739027,Synapse54,1753801739027,Synapse54,1741355516.62,26324,1143,10.63,1777938760.58,165374.27,125960.57,135990.99,161506.5,1493,13.89,1616691315.81,809,7.52,1627,15.09,62,0.58,173179.16,,,,,,,,,,,,,,1720,15.63,118058.11,160255.1,11007,9155,84.91,9287,84.37,9204,85.61,206738.8,350,3.26,1861841051.37,2229048084.43,10751,10782,1547,14.39,85.61064087061668,84.91003524392507,84.37358044880531,-0.7006056266916119,-0.5364547951197522,-1.237060421811364,14.389359129383314,15.08996475607494,15.626419551194696,0.7006056266916261,0.5364547951197558,1.2370604218113819,0.28834527020742257,2.0868113522537564,2.381173844293554,7.401386718873397,6.693703634591479,7.711070109109869,19.378567259478558,17.842439414552402,19.72279173830643,46.866381075668315,8.101571946795646,14.389359129383314,10.699461387800541,82.94324100775619,83.20522304856367,82.55026794654495
327,"J3X (Varennes, QC)",J3X,118685.62,118685.62,232058892.5,71561.3428539275,1753801739027,Synapse54,1753801739027,Synapse54,1113541880.44,21363,687,7.89,1133745696.42,130210.83,107282.41,116914.35,125895.15,1069,12.28,1033395063.89,1049,12.05,1968,22.25,119,1.37,136682.72,,,,,,,,,,,,,,2100,23.16,102265.26,137005.37,9067,6877,77.75,6967,76.84,6840,78.56,161153.96,382,4.39,1190095680.86,1425405881.63,8707,8845,1867,21.44,78.55748248535662,77.75014132278123,76.83908679827948,-0.8073411625753835,-0.9110545245017505,-1.718395687077134,21.44251751464339,22.249858677218768,23.160913201720525,0.8073411625753764,0.9110545245017576,1.718395687077134,1.5849316641782474,2.5098925946862636,4.134604341334558,6.074476419299995,4.906015982358046,7.7556802185897915,17.903682338191683,17.18439182187643,19.77237667142509,46.742730920760195,13.41449408521879,21.44251751464339,12.949201760436774,68.00508828259888,65.6702357166531,71.50736713151755
328,"J3Y (Saint-Hubert, QC)",J3Y,102295.86,102295.86,101336037.0,100201.13539228243,1753801739027,Synapse54,1753801739027,Synapse54,3216148647.66,69002,3992,14.12,3175521848.39,112344.22,93880.78,100928.67,110019.21,5528,19.56,2891480880.29,3517,12.44,7603,26.01,472,1.67,117807.67,,,,,,,,,,,,,,8147,27.22,87453.51,120218.53,29928,21629,73.99,21781,72.78,21341,75.5,140831.73,1536,5.43,3329935498.17,4116879014.06,28266,29233,6925,24.5,75.50060142927899,73.9883008928266,72.77800053461641,-1.5123005364523863,-1.2103003582101906,-2.722600894662577,24.499398570721006,26.00827831560223,27.22199946538359,1.5088797448812237,1.2137211497813603,2.722600894662584,3.4210712516804644,2.37745014196285,5.879855656973041,7.5500122878873155,7.349356246536022,11.228425184586987,19.543769942992686,19.112369161309665,23.632395171692444,45.23279157254808,14.112361140592938,24.499398570721006,14.677559442328853,58.42114009349342,56.60157682992889,61.15048498884021
329,"J3Z (Saint-Hubert, QC)",J3Z,130173.2,130173.2,22454206.0,63608.93575532092,1753801739027,Synapse54,1753801739027,Synapse54,284849997.19,5471,181,9.26,276407921.63,141457.48,123016.23,133723.8,139936.2,228,11.67,254364222.17,184,9.42,444,21.81,10,0.51,149912.23,,,,,,,,,,,,,,471,22.39,117075.09,158049.83,2104,1592,78.19,1632,77.57,1540,78.81,179127.42,48,2.46,292935173.34,364626484.67,1954,2036,414,21.19,78.81269191402251,78.1925343811395,77.56653992395437,-0.6201575328830131,-0.6259944571851292,-1.2461519900681424,21.18730808597748,21.807465618860512,22.38593155893536,0.6201575328830309,0.5784659400748495,1.1986234729578804,4.1965199590583415,3.3398821218074657,7.6765609007164795,7.50000768207282,5.0746405576113585,11.98508766678097,19.488196526727673,18.191249426055798,24.473439127362955,49.87988907305369,9.92835209825998,21.18730808597748,12.400394345738908,75.96103701177502,72.02645718993612,81.86290674453338
330,"J4B (Boucherville, QC)",J4B,145932.08,145932.08,170076124.5,59886.44585342009,1753801739027,Synapse54,1753801739027,Synapse54,2783520613.64,41892,2866,16.2,2778857120.0,157068.57,118267.18,128424.03,156861.48,3576,20.21,2581843025.21,1335,7.55,3238,18.25,85,0.48,168060.74,,,,,,,,,,,,,,3549,19.62,111400.5,151457.65,18088,14507,81.75,14539,80.38,14687,83.01,200792.88,710,4.01,2973345180.58,3563087050.6,17692,17745,3005,16.99,83.01492199864346,81.75260636799099,80.37925696594426,-1.2623156306524663,-1.3733494020467276,-2.635665032699194,16.985078001356545,18.247393632009018,19.620743034055728,1.2623156306524734,1.3733494020467099,2.6356650326991833,0.2995704273117793,1.9329388560157792,2.2382997965182003,7.489374509018185,6.163957971463317,7.811380725348162,19.476375029647027,17.935599747181268,19.834288796061045,43.375453216769856,8.026226543070313,16.985078001356545,11.148808415162593,79.60564111762025,80.74604229409996,77.8950393529007
331,"J4G (Longueuil, QC)",J4G,102640.6,102640.6,25356829.5,23719.52752698455,1753801739027,Synapse54,1753801739027,Synapse54,569848697.94,10605,668,13.26,557086387.51,110598.85,81024.86,87559.21,108623.65,1180,23.43,517003432.06,754,14.97,2587,49.31,88,1.75,118204.68,,,,,,,,,,,,,,2773,50.36,75576.52,103721.72,5506,2659,50.69,2733,49.64,2627,52.15,139045.32,513,10.18,595400126.23,729443319.55,5037,5246,2410,47.85,52.15405995632321,50.68623713305376,49.63675989829277,-1.4678228232694508,-1.0494772347609853,-2.517300058030436,47.84594004367679,49.31376286694624,50.36324010170723,1.4678228232694508,1.0494772347609853,2.517300058030436,4.149295215405996,4.956157072054899,9.311097875719675,5.829126096301062,7.209037939296485,10.221453592568643,17.630977047609296,18.458949092848133,22.513128132629877,46.24259276640681,16.716299384554297,47.84594004367679,19.47590529139773,55.21367042753056,56.79232577711356,52.84568740315606
332,"J4H (Longueuil, QC)",J4H,82690.02,82690.02,11650935.0,15524.513087115089,1753801739027,Synapse54,1753801739027,Synapse54,772915050.54,16000,943,11.16,745279645.42,88219.65,65644.87,69848.55,89492.89,1573,18.62,698573501.87,1263,14.95,5588,64.7,310,3.67,95228.86,,,,,,,,,,,,,,5751,65.39,60205.08,83608.66,8795,3049,35.3,3043,34.6,3050,36.1,114556.71,630,7.46,804502882.2,989381431.0,8448,8637,5398,63.9,36.103219696969695,35.30160935510015,34.59920409323479,-0.8016103418695479,-0.7024052618653585,-1.5040156037349064,63.8967803030303,64.69839064489985,65.38942581011938,0.8016103418695479,0.6910351652195317,1.4926455070890796,2.237215909090909,1.829338890818571,4.1074810606060606,8.226954111270011,9.03543355477643,10.641907898166233,20.29621062354417,19.69992218879275,22.980470659648798,47.66786779701143,18.619791666666664,63.8967803030303,24.41043100960815,44.291032778400215,45.75342071613022,42.0974508718052
333,"J4J (Longueuil, QC)",J4J,73543.77,73543.77,15351226.5,21930.3538950688,1753801739027,Synapse54,1753801739027,Synapse54,1262069468.94,32605,997,6.41,1221156997.94,78465.4,62527.47,66578.72,79429.63,2223,14.28,1144551230.88,2731,17.55,10987,69.15,647,4.16,84695.7,,,,,,,,,,,,,,11275,69.84,57604.04,79711.44,16145,4902,30.85,4870,30.16,4916,31.59,101675.09,1226,7.88,1318107202.09,1615530835.2,15563,15889,10647,68.41,31.587740152926813,30.85153250676569,30.164137503871167,-0.7362076461611231,-0.6873950028945224,-1.4236026490556455,68.41225984707319,69.1484674932343,69.83586249612883,0.7362076461611196,0.6873950028945188,1.4236026490556384,2.094711816487824,1.6111775442129777,3.739638887104029,8.00320679780218,8.547022049147943,10.267625851019776,20.047523073780603,19.72510135370581,22.5644494346441,47.803569006553175,21.70532673649039,68.41225984707319,26.08387311836147,40.52709772315889,40.69268637086212,40.27871475160404
334,"J4K (Longueuil, QC)",J4K,72981.14,72981.14,12801059.0,20426.997549827254,1753801739027,Synapse54,1753801739027,Synapse54,1116995070.93,27611,1191,8.72,1067562757.21,78181.09,65666.97,69396.91,79367.87,2755,20.18,996567274.2,2756,20.18,9739,69.2,621,4.55,84047.76,,,,,,,,,,,,,,10023,69.82,60374.89,83841.75,14356,4335,30.8,4333,30.18,4296,31.46,101596.02,1564,11.45,1147683446.64,1429826189.68,13655,14074,9359,68.54,31.461003295496155,30.801477902515277,30.182502089718582,-0.6595253929808784,-0.6189758127966947,-1.278501205777573,68.53899670450384,69.19852209748473,69.81749791028142,0.659525392980882,0.6189758127966911,1.278501205777573,3.068473086781399,2.003694756288191,5.133650677407544,8.751206133529834,8.765365866505102,12.08426162967012,20.878914560007324,20.814817259154616,24.58367277719404,48.919945662304805,24.73086781398755,68.53899670450384,27.323942975779865,41.11530083180811,40.381376165621916,42.216187831087396
335,"J4L (Longueuil, QC)",J4L,77297.19,77297.19,14765810.5,16776.5326873664,1753801739027,Synapse54,1753801739027,Synapse54,1251335437.91,33575,1000,6.81,1226009512.45,83498.57,68657.59,73633.25,83217.63,2236,15.23,1134947980.52,2110,14.37,9253,61.53,481,3.28,89018.28,,,,,,,,,,,,,,9589,62.77,63694.14,87704.18,15277,5784,38.47,5688,37.23,5837,39.75,106523.97,1236,8.42,1307047746.65,1601790578.86,14683,15037,8846,60.25,39.75345637812436,38.4651193722152,37.232440924265234,-1.2883370059091632,-1.232678447949965,-2.5210154538591283,60.24654362187564,61.534880627784794,62.767559075734766,1.2883370059091561,1.2326784479499722,2.5210154538591283,2.4109514404413264,1.5960630444902573,4.045494789893073,7.6593211215051955,7.7926321008494615,10.254871534876408,19.665275491730466,19.10947839461112,22.55027277813178,45.15576141522629,17.646257576789484,60.24654362187564,22.9937363606,43.47654869626636,42.769500530350015,44.53712094514088
336,"J4M (Longueuil, QC)",J4M,118944.27,118944.27,10545973.0,20915.15150342213,1753801739027,Synapse54,1753801739027,Synapse54,688518940.16,13884,531,10.25,678961246.31,131048.3,111162.61,118307.4,128346.92,730,14.09,616244324.4,448,8.65,970,18.08,37,0.71,136980.58,,,,,,,,,,,,,,1015,18.41,102963.83,141510.53,5514,4395,81.92,4498,81.57,4288,82.76,164292.39,199,3.84,709689579.95,881348931.97,5181,5365,893,17.24,82.76394518432735,81.91985088536813,81.57417482771127,-0.8440942989592202,-0.3456760576568598,-1.18977035661608,17.23605481567265,18.080149114631876,18.407689517591585,0.8440942989592273,0.3275404029597091,1.1716347019189364,3.551437946342405,2.7772600186393293,6.427330631152286,7.905088660428951,7.962776831436824,11.728240390752392,19.93845404947185,19.612577066185214,24.18794876938928,49.228919872825614,9.3611271955221,17.23605481567265,12.021751486013251,68.28634246131972,65.81334999172797,71.99583116570732
337,"J4N (Longueuil, QC)",J4N,127664.7,127664.7,9982414.5,18319.159231838097,1753801739027,Synapse54,1753801739027,Synapse54,750609832.33,11447,2170,40.52,736021137.36,137445.59,89496.94,97424.47,135715.61,2928,54.68,683617338.29,542,10.12,1811,32.74,89,1.66,147023.35,,,,,,,,,,,,,,1934,34.24,84545.24,114780.2,5649,3719,67.24,3715,65.76,3698,69.06,173724.79,758,14.15,787278815.31,960829303.94,5355,5531,1657,30.94,69.05695611577964,67.23919725185318,65.76385200920517,-1.817758863926457,-1.475345242648018,-3.293104106574475,30.943043884220355,32.74272283493039,34.23614799079483,1.7996789507100353,1.4934251558644362,3.2931041065744715,3.286647992530346,2.133429759537154,5.490196078431373,6.306292969003953,5.856864324946025,9.799706690818443,18.16136008327929,17.81454905528354,22.044348870439585,43.62013913625305,11.783380018674135,30.943043884220355,14.5876150374809,66.02985294626882,70.63847281326754,59.11692314577075
338,"J4P (Longueuil, QC)",J4P,138180.54,138180.54,6998059.0,12458.778436344584,1753801739027,Synapse54,1753801739027,Synapse54,890027038.07,11629,739,12.83,864025222.79,150056.48,86126.83,91809.59,147209.95,1333,23.15,795663118.22,642,11.15,3268,54.05,175,3.04,159133.78,,,,,,,,,,,,,,3469,55.03,80639.64,109849.48,6304,2778,45.95,2835,44.97,2718,47.2,188438.29,593,10.3,916314847.52,1139292376.22,5758,6046,3041,52.81,47.20389023966655,45.947734039034074,44.97144670050762,-1.256156200632475,-0.9762873385264541,-2.232443539158929,52.81347690170198,54.052265960965926,55.02855329949239,1.2387890592639437,0.9762873385264612,2.215076397790405,5.001736714136853,4.267284154813099,9.482459187217785,6.53450189151092,6.804581468865687,11.859783077680433,18.415015341180236,19.649243613875196,24.334160829488603,47.72924556252059,14.188954498089615,52.81347690170198,19.909221629576354,68.42860866927838,76.45701840925979,56.38599405930624
339,"J4R (Longueuil, QC)",J4R,131404.56,131404.56,5607448.0,11472.375668491168,1753801739027,Synapse54,1753801739027,Synapse54,732024278.17,10424,587,11.56,725832821.31,142964.9,81983.14,86794.93,140993.64,999,19.68,667103857.53,757,14.91,2669,51.41,139,2.74,151330.32,,,,,,,,,,,,,,2758,52.21,76174.48,104389.06,5283,2523,48.59,2525,47.79,2516,49.56,180481.02,413,8.13,768261284.85,937038588.3,5077,5192,2560,50.42,49.556824896592474,48.5939907550077,47.794813552905545,-0.9628341415847714,-0.7991772021021575,-1.762011343686929,50.42347843214496,51.406009244992305,52.205186447094455,0.9825308128473438,0.7991772021021504,1.7817080149494942,2.265117195194012,1.7526964560862865,4.057514280086665,7.297372328631531,7.625467216842181,9.73168119284642,19.262960654546944,20.270919050225636,21.968737300481443,46.95650002859376,17.64821745125074,50.42347843214496,20.871899568238895,64.93019102709482,72.70778405541535,53.26380148461405
340,"J4S (Longueuil, QC)",J4S,138359.36,138359.36,4293595.5,10044.635885759555,1753801739027,Synapse54,1753801739027,Synapse54,476586307.72,6735,1113,35.17,476782578.33,150642.2,93547.95,98367.08,150822.2,1491,47.11,437896496.86,270,8.53,1129,35.73,36,1.14,159339.71,,,,,,,,,,,,,,1182,37.48,86048.75,119011.01,3154,2031,64.27,1972,62.52,2093,66.13,193062.21,378,11.94,504297676.45,610061406.86,3165,3160,1072,33.87,66.12954186413901,64.27215189873418,62.52377932783767,-1.8573899654048347,-1.7483725708965068,-3.6057625363013415,33.87045813586098,35.72784810126583,37.476220672162334,1.857389965404849,1.7483725708965068,3.6057625363013557,-0.1579778830963665,-0.18987341772151897,-0.34755134281200634,9.007587199015685,8.7150597771612,8.835378025956107,21.163901955137234,20.98662479357931,20.972480213377757,40.348254058318986,9.66824644549763,33.87045813586098,15.957927260469386,70.00086855138727,76.55596174840106,60.16822875586657
