OBJECTID,ID,2021 Period of Construction - 1961 to 1980 (Census),2021 Period of Construction - 1961 to 1980 (Census) (%),2021 Period of Construction - 1981 to 1990 (Census),2021 Period of Construction - 1981 to 1990 (Census) (%),2021 Period of Construction - 1991 to 2000 (Census),2021 Period of Construction - 1991 to 2000 (Census) (%),2021 Period of Construction - 2001 to 2005 (Census),2021 Period of Construction - 2001 to 2005 (Census) (%),2021 Period of Construction - 2006 to 2010 (Census),2021 Period of Construction - 2006 to 2010 (Census) (%),2021 Period of Construction - 2011 to 2016 (Census),2021 Period of Construction - 2011 to 2016 (Census) (%),2021 Period of Construction - 2016 to 2021 (Census),2021 Period of Construction - 2016 to 2021 (Census) (%),2021 Period of Construction - 1960 or Before (Census),2021 Period of Construction - 1960 or Before (Census) (%),2021 Housing: Apartment or Flat in Duplex (Census),2021 Housing: Apartment or Flat in Duplex (Census) (%),2021-2022 Total Population % Change,2022-2023 Current$ Household Average Income % Change,2022-2023 Total Population % Change,2023-2024 Current$ Household Average Income % Change,2023-2024 Total Population % Change,2024 Condominium Charges (Shelter),2024 Condominium Charges (Shelter) (Avg),2024 Condominium Status - In Condo,2024 Condominium Status - In Condo (%),2024 Condominium Status - Not In Condo,2024 Condominium Status - Not In Condo (%),2024 Condominium Status - Total Households,2024 Female Household Population,2024 Female Household Population (%),2024 Financial Services,2024 Financial Services (Avg),2024 Household Aggregate Income (Current Year $),2024 Household Average Income (Current Year $),2024 Household Median Income (Current Year $),2024 Household Type - Total Households,2024 Household Discretionary Aggregate Income,2024 Household Disposable Aggregate Income,2024 Household Aggregate Income,2024 Labour Force - Labour Employment Rate,2024 Labour Force - Labour Participation Rate,2024 Labour Force - Labour Unemployment Rate,2024 Maintainers - 25 to 34,2024 Maintainers - 25 to 34 (%),2024 Maintainers - 35 to 44,2024 Maintainers - 35 to 44 (%),2024 Maintainers - 45 to 54,2024 Maintainers - 45 to 54 (%),2024 Maintainers - 55 to 64,2024 Maintainers - 55 to 64 (%),2024 Maintainers - Median Age,2024 Male Household Population,2024 Male Household Population (%),2024 Pop 15+: Divorced,2024 Pop 15+: Divorced (%),2024 Pop 15+: Living Common Law,2024 Pop 15+: Living Common Law (%),2024 Pop 15+: Married (And Not Separated),2024 Pop 15+: Married (And Not Separated) (%),2024 Pop 15+: Married or Living Common-Law,2024 Pop 15+: Married or Living Common-Law (%),2024 Pop 15+: Not Married or Common-Law,2024 Pop 15+: Not Married or Common-Law (%),2024 Pop 15+: Separated,2024 Pop 15+: Separated (%),2024 Pop 15+: Single (Never Legally Married),2024 Pop 15+: Single (Never Legally Married) (%),2024 Pop 15+: Widowed,2024 Pop 15+: Widowed (%),2024 Property Taxes (Shelter),2024 Property Taxes (Shelter) (Avg),2024 Regular Mortgage Payments (Shelter),2024 Regular Mortgage Payments (Shelter) (Avg),"2024 Structure Type Apartment, Building Five or More Story","2024 Structure Type Apartment, Building Five or More Story (%)","2024 Structure Type Apartment, Building Fewer Than Five Story","2024 Structure Type Apartment, Building Fewer Than Five Story (%)",2024 Structure Type Movable Dwelling,2024 Structure Type Movable Dwelling (%),2024 Structure Type Other Single-Attached House,2024 Structure Type Other Single-Attached House (%),2024 Structure Type Row House,2024 Structure Type Row House (%),2024 Structure Type Semi-Detached House,2024 Structure Type Semi-Detached House (%),2024 Structure Type Single-Detached House,2024 Structure Type Single-Detached House (%),"2024 Service Charges for Banks, Other Financial Institutions","2024 Service Charges for Banks, Other Financial Institutions (Avg)",2024 Tenure: Band Housing,2024 Tenure: Band Housing (%),2024 Tenure: Owned,2024 Tenure: Owned (%),2024 Tenure: Rented,2024 Tenure: Rented (%),2024 Tenure: Total Households,2024 Total Population,2024 Visible Minority Arab,2024 Visible Minority Arab (%),2024 Visible Minority Black,2024 Visible Minority Black (%),2024 Visible Minority Chinese,2024 Visible Minority Chinese (%),2024 Visible Minority Filipino,2024 Visible Minority Filipino (%),2024 Visible Minority Japanese,2024 Visible Minority Japanese (%),2024 Visible Minority Korean,2024 Visible Minority Korean (%),2024 Visible Minority Latin American,2024 Visible Minority Latin American (%),2024 Visible Minority South Asian,2024 Visible Minority South Asian (%),2024 Visible Minority Southeast Asian,2024 Visible Minority Southeast Asian (%),2024 Visible Minority Total Population,2024 Visible Minority Total Population (%),2024 Visible Minority West Asian,2024 Visible Minority West Asian (%),2024-2025 Current$ Household Average Income % Change,2024-2025 Total Population % Change,2025-2026 Current$ Household Average Income % Change,2025-2026 Total Population % Change,2026-2027 Current$ Household Average Income % Change,2026-2027 Total Population % Change,FREQUENCY,SUM_FUNDED,CONVERSION_RATE,Shape__Area,Shape__Length
830,T1V,106,1.83,401,6.93,981,16.95,751,12.98,1185,20.48,771,13.32,906,15.66,561,9.69,231,3.99,2.5,3.4,2.9,-0.2,1.8,1698991.85,268.49,1262,19.94,5066,80.06,6328,7974,50.67,4551689.04,719.29,610275000.65,610292486.05,96440.88,348650408.5,488248955.98,76864.56,6328,91.9,59,8.1,632,9.99,1084,17.13,979,15.47,1078,17.04,58.4,7762,49.33,1010,7.63,864,6.52,7052,53.25,7916,59.77,5328,40.23,451,3.41,2963,22.37,904,6.83,9294926.93,1468.86,31514881.27,4980.23,1118661.34,176.78,826,13.05,0,0,299,4.73,6,0.09,780,12.33,1114,17.6,3171,50.11,0,0,4713,74.48,1615,25.52,6328,15922,133,0.85,270,1.72,17,0.11,1781,11.32,16,0.1,32,0.2,342,2.17,200,1.27,111,0.71,2976,18.91,0,0,2,2.6,3.4,2.5,3.3,2.6,34,1,2.94117647058824,492037078,143480.16897322
996,T1W,398,5.5,150,2.07,802,11.09,1095,15.14,2354,32.54,901,12.46,814,11.25,349,4.82,769,10.63,3.3,4,5.2,0.4,3.5,6959094.4,835.33,3499,42,4832,58,8331,9577,50.29,7236573.91,868.63,1056086941.83,1055447483.45,126689.03,590273786.4,791631983.18,94620.72,8331,92.3,70.8,7.7,1453,17.44,1718,20.62,1481,17.78,1450,17.4,50,9466,49.71,1070,6.37,2393,14.24,8291,49.34,10685,63.59,6119,36.42,342,2.04,4186,24.91,521,3.1,10810640.84,1297.64,35340634.29,4242.06,1810554.07,217.33,2068,24.82,310,3.72,17,0.2,5,0.06,1615,19.39,664,7.97,3201,38.42,0,0,5510,66.14,2821,33.86,8331,19645,79,0.41,68,0.36,351,1.84,754,3.96,433,2.27,102,0.54,248,1.3,569,2.99,98,0.51,2785,14.62,12,0.06,2.6,3.3,3.6,3.4,3.4,2.8,40,1,2.5,7989816042,631646.046968057
728,T1X,7,0.1,80,1.09,326,4.43,263,3.57,1135,15.41,1640,22.27,1616,21.94,1472,19.99,834,11.32,3.9,3.5,4.1,-0.1,3.1,1354904.55,161.68,1072,12.79,7308,87.21,8380,13614,49.72,9515680.08,1135.52,1422934742.2,1420521078.76,169519.42,783014249.93,1088164943.42,136373.24,8380,92.2,70.6,7.8,986,11.77,2064,24.63,2079,24.81,1570,18.74,50.2,13769,50.28,975,4.45,1294,5.91,13225,60.4,14519,66.31,7376,33.69,427,1.95,5142,23.48,832,3.8,21286821.55,2540.19,100650771.91,12010.83,2032578.06,242.55,221,2.64,0,0,6,0.07,0,0,768,9.16,685,8.17,6691,79.84,0,0,7523,89.77,856,10.21,8380,27539,851,3.11,668,2.44,480,1.75,1152,4.21,35,0.13,88,0.32,540,1.97,5954,21.74,1316,4.81,11945,43.62,105,0.38,2.2,4.1,3.3,3.9,3.3,3.3,73,6,8.21917808219178,1059484998,200704.50691966
874,T1Y,1296,7.53,386,2.24,9881,57.4,3347,19.44,2749,15.97,594,3.45,140,0.81,30,0.17,87,0.51,1.1,4,1.5,0.1,0.2,5702081.22,316.8,2784,15.47,15215,84.53,17999,27903,49.48,8950534.92,497.28,1726572712.09,1727056337.28,95953,1008996799.59,1446116575.08,79111.82,17999,88.5,62,11.5,1932,10.73,3534,19.63,3403,18.91,3628,20.16,54.4,28485,50.52,2694,5.81,2440,5.26,23240,50.11,25680,55.37,20699,44.63,1286,2.77,14429,31.11,2290,4.94,25216880.01,1401.02,111738189.53,6208.02,2810920.43,156.17,1414,7.86,0,0,298,1.66,0,0,2173,12.07,1835,10.2,10963,60.91,0,0,13101,72.79,4898,27.21,17999,56634,6168,10.94,5653,10.03,2208,3.92,6336,11.24,92,0.16,29,0.05,1417,2.51,11267,19.98,3311,5.87,39203,69.52,1143,2.03,2.6,-0.5,3.7,-0.8,3.7,-0.6,105,6,5.71428571428571,41811952,30340.3379464398
1168,T1Z,14,2.99,41,8.76,73,15.6,44,9.4,86,18.38,51,10.9,14,2.99,82,17.52,77,16.45,7.7,4.3,7.3,-1.5,6.2,82922.12,141.99,0,0,584,100,584,1130,49.6,817908.29,1400.53,101965609.81,101737854.42,174154,63252831.32,82163613.55,139208.09,584,91.3,63.9,8.7,12,2.05,48,8.22,150,25.68,168,28.77,59.4,1149,50.44,44,2.19,51,2.54,1195,59.51,1246,62.05,762,37.95,15,0.75,590,29.38,113,5.63,1495426.83,2560.66,4952576.79,8480.44,168349.3,288.27,0,0,0,0,0,0,0,0,1,0.17,2,0.34,568,97.26,0,0,527,90.24,58,9.93,584,2278,206,9.04,2,0.09,0,0,16,0.7,7,0.31,0,0,13,0.57,1111,48.77,37,1.62,1467,64.4,0,0,0.6,5.4,3.4,4.8,4.7,5.1,5,0,0,655551676,129532
1431,T2A,2822,13.45,1298,6.19,12756,60.81,2496,11.9,2351,11.21,608,2.9,475,2.26,568,2.71,426,2.03,1,3.8,1.6,0,0.1,8725388.2,396.55,4513,20.51,17490,79.49,22003,29773,48.34,9615322.63,437,1890676991.92,1890681230.92,85928.09,1099078435.07,1584987253.59,71929.78,22003,87.8,62.8,12.2,2747,12.48,4592,20.87,4157,18.89,4619,20.99,52.3,31822,51.66,3819,7.45,4202,8.2,21325,41.6,25527,49.8,25729,50.2,1925,3.76,17543,34.23,2442,4.76,21837824.79,992.49,104764891.87,4761.39,3377076.89,153.48,4038,18.35,108,0.49,720,3.27,0,0,3277,14.89,1307,5.94,9649,43.85,0,0,12993,59.05,9010,40.95,22003,61788,4592,7.46,7664,12.44,1907,3.1,8958,14.54,114,0.19,17,0.03,1587,2.58,2451,3.98,5342,8.67,34851,56.58,234,0.38,2.6,0.2,3.7,-0.3,3.7,0.2,138,2,1.44927536231884,44798520,34216
469,T2B,943,10.17,1157,12.48,4487,48.41,1446,15.6,1424,15.36,175,1.89,328,3.54,200,2.16,52,0.56,1.2,4.1,1.6,0.3,0.3,3896657.51,400.36,1519,15.61,8214,84.39,9733,11605,47.94,4705560.92,483.46,828481957.87,828474301.58,85121.01,484027468.51,689818631.76,73227.28,9733,88.1,63.6,11.9,1226,12.6,1921,19.74,1802,18.51,2034,20.9,53.4,12600,52.06,1871,9.1,2214,10.76,7569,36.8,9783,47.56,10786,52.44,807,3.92,7001,34.04,1107,5.38,9638074.1,990.25,45511626.57,4676.01,1620911.29,166.54,1877,19.28,0,0,54,0.55,0,0,994,10.21,747,7.67,5092,52.32,0,0,5874,60.35,3859,39.65,9733,24271,702,2.9,1939,8.01,284,1.17,2478,10.24,27,0.11,8,0.03,671,2.77,536,2.21,2287,9.45,9491,39.21,34,0.14,2.5,0.6,3.5,0.3,3.4,0.5,60,5,8.33333333333333,46291804,30340.3379464398
81,T2C,575,6.97,903,10.95,2560,31.04,1725,20.91,2046,24.81,111,1.35,147,1.78,482,5.84,274,3.32,1.3,3.8,1.8,0.2,0.4,2200349.74,252.42,1245,14.28,7472,85.72,8717,10367,48.41,7617986.01,873.92,1107665881.15,1108922963.63,127212.96,634018472.36,859778025.02,100782.11,8717,91.3,68.1,8.7,1228,14.09,1564,17.94,1335,15.31,2102,24.11,55.5,11050,51.6,1418,7.61,1949,10.46,8720,46.78,10668,57.23,7973,42.77,492,2.64,5268,28.26,795,4.26,14927032.16,1712.4,56697439.37,6504.24,1716471.5,196.91,1067,12.24,0,0,174,2,5,0.06,742,8.51,502,5.76,5650,64.82,0,0,6409,73.52,2308,26.48,8717,21682,111,0.52,661,3.09,461,2.15,1461,6.82,45,0.21,84,0.39,299,1.4,676,3.16,407,1.9,4494,20.98,36,0.17,2.2,0.1,3.5,-0.1,3.4,0,70,5,7.14285714285714,154554894,62828.1689732199
664,T2E,2331,13.37,4450,25.53,5370,30.81,1687,9.68,1250,7.17,745,4.27,974,5.59,1463,8.39,1494,8.57,3.4,4.1,3.8,0.1,2.3,10795700.8,552.15,6128,31.34,13424,68.66,19552,20002,49.74,13849109.04,708.32,2242167421.75,2243412822.39,114740.99,1237752196.07,1695531635.06,80222.7,19552,91.2,72.6,8.8,4522,23.13,4639,23.73,2985,15.27,2992,15.3,44.8,20210,50.26,2824,8.16,5489,15.86,12109,35,17598,50.86,17002,49.14,1114,3.22,11395,32.93,1668,4.82,18462673.99,944.29,90029077.66,4604.6,3612534.95,184.77,6962,35.61,1478,7.56,0,0,12,0.06,1590,8.13,1303,6.66,5631,28.8,0,0,9335,47.74,10217,52.26,19552,41538,998,2.48,2875,7.15,2980,7.41,1151,2.86,326,0.81,164,0.41,1018,2.53,1604,3.99,707,1.76,13362,33.23,374,0.93,2.6,1.8,3.9,1.6,4,1.8,106,4,3.77358490566038,133648918,68728.5069196598
1043,T2G,411,4.4,1780,19.04,1435,15.35,780,8.34,571,6.11,654,7,1147,12.27,1241,13.28,1741,18.62,8.5,3.9,8.5,0,6.8,8892492.74,750.42,7171,60.51,4680,39.49,11850,9209,45.73,7978408.64,673.28,1505932410.23,1489530025.79,125696.83,849809769.85,1121951156.44,86408.37,11850,92.2,73.7,7.8,4273,36.06,2642,22.3,1252,10.57,1094,9.23,38.2,10930,54.27,1306,7.04,3395,18.31,5044,27.21,8440,45.52,10101,54.48,569,3.07,7661,41.32,565,3.05,7414764.39,625.72,44673970.99,3769.96,2157996.64,182.11,1659,14,7173,60.53,0,0,1,0.01,618,5.22,255,2.15,1651,13.93,0,0,4183,35.3,7667,64.7,11850,21883,392,1.95,915,4.54,1946,9.66,675,3.35,201,1,397,1.97,684,3.4,1266,6.29,423,2.1,7548,37.48,190,0.94,3,9.5,4.2,8.6,4.4,7.9,75,6,8,41811952,35228.3379464398
265,T2H,115,2.58,1338,29.98,1950,43.69,368,8.25,185,4.15,130,2.91,161,3.61,103,2.31,228,5.11,3.1,3.7,3.8,-0.1,2.1,2067852.97,410.86,1057,21,3976,79,5033,5150,48.29,2902414.55,576.68,488330020.76,490249195.47,97410.12,277580680.06,388140378.55,72176.38,5033,89.9,70.1,10.1,971,19.29,1119,22.23,709,14.09,899,17.86,47.2,5515,51.71,811,8.74,1185,12.77,3491,37.61,4676,50.37,4607,49.63,273,2.94,3048,32.83,475,5.12,4821733.07,958.02,19987004.96,3971.19,836623.25,166.23,1424,28.29,863,17.15,23,0.46,2,0.04,196,3.89,160,3.18,2232,44.35,0,0,2446,48.6,2587,51.4,5033,10987,144,1.35,493,4.62,231,2.17,1206,11.31,74,0.69,90,0.84,307,2.88,332,3.11,225,2.11,3294,30.89,37,0.35,2,2.1,3.5,1.8,3.7,2,19,0,0,29865680,25452.3379464398
520,T2J,138,0.82,561,3.32,12529,74.22,2206,13.07,746,4.42,320,1.9,403,2.39,68,0.4,49,0.29,1.3,3.7,1.9,-0.2,0.4,6869702.06,386.29,2460,13.83,15324,86.17,17784,22216,50.01,27068041.58,1522.04,2863453192.9,2863992383.07,161044.69,1616120699.71,2139294818.65,109897.74,17784,91,63.2,9,1946,10.94,3211,18.06,3069,17.26,3258,18.32,56.5,22210,49.99,2486,6.58,2956,7.82,20547,54.37,23503,62.2,14286,37.81,883,2.34,8931,23.63,1985,5.25,42912997.26,2413.01,129463131.97,7279.75,3688651.42,207.41,2031,11.42,120,0.67,15,0.08,2,0.01,1722,9.68,549,3.09,13205,74.25,0,0,14152,79.58,3632,20.42,17784,44767,446,1,891,2.01,1267,2.85,1509,3.4,276,0.62,141,0.32,993,2.24,1104,2.49,324,0.73,7281,16.39,18,0.04,2.3,0.5,3.5,0.2,3.6,0.4,120,13,10.8333333333333,64957854,43276.1689732199
1401,T2K,1321,9.07,3341,22.95,8586,58.97,1314,9.02,598,4.11,129,0.89,183,1.26,156,1.07,253,1.74,0.5,3.9,1,0.2,-0.5,4045370.81,270.34,2067,13.81,12897,86.19,14964,18246,50.16,10455438.79,698.71,1605433702.62,1602125536.54,107065.08,923148934.79,1275343483.11,80662.12,14964,88.9,64.3,11.1,2262,15.12,2812,18.79,2606,17.42,2739,18.3,52.8,18131,49.84,2448,8.01,3231,10.57,13079,42.77,16310,53.34,14269,46.66,943,3.08,9382,30.68,1497,4.9,18366211.44,1227.36,70910818.6,4738.76,2589483.32,173.05,2271,15.18,207,1.38,0,0,2,0.01,2137,14.28,1506,10.06,7463,49.87,0,0,8535,57.04,6429,42.96,14964,36465,679,1.87,2775,7.63,3485,9.58,1501,4.13,261,0.72,205,0.56,905,2.49,1017,2.8,421,1.16,11869,32.63,57,0.16,2.4,-0.1,3.4,-0.5,3.4,-0.1,78,3,3.84615384615385,31358964,29328
1284,T2L,178,2.97,1093,18.27,3440,57.49,229,3.83,142,2.37,122,2.04,156,2.61,442,7.39,360,6.02,1.5,4.1,2,0.2,0.2,1886077.67,296.97,1407,22.15,4944,77.85,6351,7341,48.91,6346383.92,999.27,898888115.45,900873015.39,141846.98,501845071.46,677755818.39,93197.86,6351,89.7,64.5,10.3,1250,19.68,1131,17.81,899,14.16,936,14.74,47,7668,51.09,667,5.17,1217,9.43,5874,45.5,7091,54.93,5819,45.07,252,1.95,4311,33.39,589,4.56,10636163.31,1674.72,38125492.75,6003.07,1360351.54,214.19,849,13.37,512,8.06,0,0,0,0,698,10.99,115,1.81,3990,62.82,0,0,3722,58.6,2629,41.4,6351,15140,245,1.63,209,1.39,1859,12.39,261,1.74,131,0.87,200,1.33,314,2.09,836,5.57,229,1.53,4805,32.01,309,2.06,2.8,-0.6,3.8,-0.9,3.8,-0.5,42,6,14.2857142857143,23145902,23724.1689732199
926,T2M,1692,18.64,3362,37.04,1871,20.61,594,6.54,530,5.84,357,3.93,569,6.27,914,10.07,880,9.69,1.4,3.7,1.8,0.2,0.3,3049351.14,317.91,949,9.89,8643,90.11,9592,10654,48.23,11095760.02,1156.77,1612277283.01,1619765313.15,168867.03,884170347.42,1173549434.66,97192.7,9592,90.4,72.6,9.6,2050,21.37,2201,22.95,1622,16.91,1452,15.14,44.7,11437,51.77,1243,6.61,2465,13.11,7854,41.76,10319,54.86,8490,45.14,442,2.35,6304,33.52,501,2.66,15342373.77,1599.5,65201456.79,6797.48,2275199.89,237.2,1966,20.5,131,1.37,0,0,11,0.11,186,1.94,1550,16.16,3959,41.27,0,0,5071,52.87,4521,47.13,9592,22196,261,1.18,581,2.63,2265,10.25,549,2.49,156,0.71,163,0.74,634,2.87,1112,5.03,198,0.9,6712,30.38,127,0.57,2.7,-0.3,3.6,-0.4,3.3,-0.3,54,9,16.6666666666667,14932840,23008.3379464398
1462,T2N,847,7.16,2752,23.27,3286,27.78,1112,9.4,1093,9.24,720,6.09,756,6.39,1091,9.22,1018,8.61,2.6,4.1,2.1,0.3,0.7,6215069.75,483.7,3562,27.72,9286,72.27,12849,13978,50.58,19294399.61,1501.63,2550359263.04,2548907560.62,198377.78,1357204474.98,1778456338.6,104794.01,12849,92,71.6,8,2872,22.35,2923,22.75,2112,16.44,1682,13.09,44.6,13657,49.42,1458,6.16,3347,14.14,10105,42.7,13452,56.85,10213,43.16,527,2.23,7402,31.28,826,3.49,25063662.96,1950.63,94092370,7322.93,3171897.9,246.86,4159,32.37,1279,9.95,0,0,17,0.13,594,4.62,1170,9.11,4717,36.71,0,0,6586,51.26,6263,48.74,12849,28636,210,0.76,652,2.36,2392,8.66,625,2.26,232,0.84,289,1.05,594,2.15,1440,5.21,199,0.72,7328,26.52,370,1.34,2.4,1.2,3.9,1,4,1.1,80,5,6.25,25385828,29328
1480,T2P,4,0.05,360,4.25,2686,31.71,1214,14.33,1117,13.19,1185,13.99,698,8.24,379,4.47,833,9.83,5.6,4.9,5.8,1.1,4.3,11698663.08,1143.79,5718,55.91,4510,44.09,10228,8721,47.82,11385029.66,1113.12,1466094270.83,1466772834.33,143414.57,797828702.78,1062522666.64,73284.81,10228,90.5,71.3,9.5,3145,30.75,2153,21.05,1224,11.97,1061,10.37,39.7,9519,52.19,1001,6.01,1994,11.97,6515,39.11,8509,51.07,8151,48.93,420,2.52,6005,36.04,725,4.35,7202084.72,704.15,29883093.06,2921.69,2330866.01,227.89,330,3.23,9410,92,9,0.09,0,0,153,1.5,6,0.06,317,3.1,0,0,2487,24.32,7740,75.67,10228,18640,539,2.96,1559,8.55,2234,12.25,798,4.38,77,0.42,412,2.26,668,3.66,3117,17.09,319,1.75,10418,57.12,423,2.32,5.8,6.4,7.1,5.8,7.1,5.5,69,3,4.34782608695652,235938872,83096
502,T2R,22,0.19,726,6.27,2993,25.83,1419,12.25,916,7.9,553,4.77,1340,11.56,1303,11.24,2337,20.17,6,3.6,6.1,0.1,4.5,12029538.65,850.5,9948,70.34,4195,29.66,14143,10447,47.21,13487382.08,953.58,2349263159.51,2368662259.95,167478.78,1380273453.5,1745018527.38,119443.69,14143,91.4,81.6,8.6,5859,41.43,3277,23.17,1358,9.6,1078,7.62,35.1,11680,52.78,1189,5.66,4496,21.4,4958,23.6,9454,45,11554,55,486,2.31,9500,45.22,379,1.8,5218948.65,368.99,38668111.73,2733.89,3116533,220.34,2331,16.48,11511,81.39,0,0,0,0,228,1.61,7,0.05,31,0.22,0,0,3343,23.64,10800,76.36,14143,22168,528,2.39,1480,6.69,1273,5.75,905,4.09,163,0.74,457,2.07,992,4.48,1873,8.46,321,1.45,8842,39.96,361,1.63,2.5,5.7,3.7,5.3,3.6,5.1,106,5,4.71698113207547,2986568,7332
210,T2S,303,3.8,2118,26.58,1992,25,824,10.34,838,10.52,738,9.26,470,5.9,476,5.97,511,6.41,4.1,3.2,4.6,-0.4,3,8515609.51,919.22,3920,42.31,5344,57.69,9264,8705,49.97,24335840.37,2626.93,2550097157.83,2516816699.63,271680.11,1335963083.31,1691445365.7,101472.85,9264,91.5,72.3,8.5,2459,26.54,1916,20.68,1278,13.8,1221,13.18,43.4,8714,50.03,1093,6.95,2270,14.44,5828,37.08,8098,51.52,7622,48.49,320,2.04,5751,36.59,458,2.91,25196238.95,2719.8,72036667.05,7775.98,2662266.05,287.38,3636,39.25,2414,26.06,0,0,0,0,215,2.32,217,2.34,2413,26.05,0,0,4436,47.88,4827,52.1,9264,17589,219,1.26,374,2.15,692,3.97,463,2.66,40,0.23,97,0.56,417,2.39,603,3.46,166,0.95,3312,19.01,124,0.71,3.9,2.9,4.8,2.6,5,2.8,51,5,9.80392156862745,14932840,21996
251,T2T,1052,7.03,3281,21.93,3491,23.33,1177,7.87,1445,9.66,1610,10.76,1276,8.53,1373,9.18,1310,8.76,1.4,5.3,1.9,1.4,0.4,8931941.5,562.32,5286,33.28,10598,66.72,15884,16583,50.65,36803921.74,2317.04,4291775293.37,4285971215.12,269824.22,2158053851.29,2790045270.31,99529.1,15884,92.2,76.4,7.8,3866,24.34,3753,23.63,2840,17.88,2161,13.6,43.6,16155,49.35,1932,6.85,4374,15.5,11192,39.66,15566,55.17,12651,44.83,663,2.35,9297,32.95,759,2.69,43076891.93,2711.97,147747875.97,9301.68,4668880.5,293.94,6726,42.34,744,4.68,0,0,71,0.45,1062,6.69,1657,10.43,4531,28.53,0,0,8349,52.56,7535,47.44,15884,33029,206,0.63,1342,4.1,1489,4.55,636,1.94,194,0.59,315,0.96,660,2.02,1217,3.72,272,0.83,7062,21.57,322,0.98,2.3,0.3,3.3,0.2,3.6,0.3,117,20,17.0940170940171,20905976,21996
960,T2V,279,1.86,3230,21.49,7611,50.63,1703,11.33,984,6.55,345,2.3,541,3.6,368,2.45,251,1.67,0.7,3.4,1.2,-0.8,-0.3,9861905.03,630.68,4574,29.25,11063,70.75,15637,17659,51.28,30714987.75,1964.25,2981096467.53,3015163276.75,192824.09,1660758284.19,2150314999.15,89897.68,15637,90.7,64.4,9.3,2483,15.88,2760,17.65,2460,15.73,2657,16.99,53.4,16777,48.72,2294,7.71,2944,9.89,13646,45.86,16591,55.76,13164,44.24,763,2.56,8428,28.33,1678,5.64,36773580.52,2351.7,100177147.66,6406.42,3540456.96,226.42,4096,26.19,2017,12.9,0,0,3,0.02,1310,8.38,675,4.32,7239,46.29,0,0,9128,58.37,6509,41.63,15637,35073,525,1.52,1202,3.49,1629,4.73,1925,5.59,177,0.51,447,1.3,769,2.23,1365,3.96,363,1.05,9036,26.24,307,0.89,7.3,0.8,8.7,0.6,8.6,0.7,83,7,8.43373493975904,61224644,48880
124,T2W,169,1.04,581,3.57,9896,60.82,4427,27.21,1003,6.16,195,1.2,104,0.64,31,0.19,34,0.21,0.8,3.6,1.5,-0.1,-0.1,6104969.3,360.75,3930,23.22,12993,76.78,16923,21175,50.13,17124581.38,1011.91,2317756604.23,2317725885.95,136956.93,1340218566.24,1802191980.23,101230.03,16923,89.6,65.8,10.4,2124,12.55,3156,18.65,2903,17.15,3254,19.23,54.9,21067,49.87,2577,7.18,3311,9.22,18195,50.68,21506,59.9,14396,40.1,859,2.39,9375,26.11,1586,4.42,32906237.74,1944.47,113533835.81,6708.85,3324378.49,196.44,1874,11.07,0,0,0,0,0,0,2955,17.46,1268,7.49,10654,62.96,0,0,12615,74.54,4308,25.46,16923,42292,692,1.64,1305,3.09,1756,4.16,1865,4.42,186,0.44,377,0.89,912,2.16,948,2.24,403,0.95,9074,21.48,176,0.42,2.3,-0.6,3.5,-0.8,3.5,-0.8,94,10,10.6382978723404,49278372,34216
1367,T2X,170,0.88,71,0.37,2075,10.72,2648,13.68,2438,12.59,1291,6.67,2644,13.66,3427,17.7,4767,24.62,5.4,3.4,5.6,-0.2,4.2,11306581.79,495.06,5032,22.03,17807,77.97,22839,33051,50.29,21130056.99,925.17,3542057921.19,3534075964.11,154738.58,1959980462.9,2707170179.86,125099.41,22839,91.5,73.7,8.5,3734,16.35,5840,25.57,5087,22.27,4043,17.7,47.7,32667,49.71,2830,5.33,4162,7.84,30414,57.29,34576,65.13,18514,34.87,1141,2.15,12906,24.31,1637,3.08,47932295.13,2098.7,240102619.83,10512.83,5257643.98,230.2,3265,14.3,0,0,0,0,0,0,2386,10.45,2042,8.94,14961,65.51,0,0,18697,81.86,4142,18.14,22839,66278,862,1.31,3780,5.75,3001,4.57,6072,9.24,281,0.43,301,0.46,2469,3.76,4879,7.42,445,0.68,23440,35.67,690,1.05,2.2,6.4,3.4,5.8,3.3,5.6,197,14,7.10659898477157,94823534,77072.8448660996
610,T2Y,214,1.02,78,0.37,471,2.25,3143,15.04,6207,29.7,5478,26.22,4346,20.8,835,4,337,1.61,1.9,3.4,2.4,-0.3,0.9,13681755.86,609.81,5325,23.73,17111,76.27,22436,33237,50.85,21269961.13,948.03,3119948424.94,3126413767.36,139348.17,1773019447.65,2441226591.27,107754.97,22436,90.6,69.8,9.4,2268,10.11,4467,19.91,5679,25.31,4557,20.31,52.2,32122,49.15,2946,5.4,3271,5.99,30556,55.99,33828,61.99,20746,38.01,1155,2.12,14373,26.34,2272,4.16,44814102.7,1997.42,193766588.14,8636.41,4560285.11,203.26,3600,16.05,15,0.07,5,0.02,0,0,1485,6.62,1038,4.63,16074,71.64,0,0,18158,80.93,4278,19.07,22436,65726,1297,1.98,3355,5.13,4587,7.02,11155,17.07,146,0.22,859,1.31,2308,3.53,4380,6.7,796,1.22,30672,46.93,832,1.27,2,1.9,3.1,1.7,3.2,1.8,183,12,6.55737704918033,206819834,98056.5069196598
